Species	NMDS1	NMDS2	PVR1	PVR2	Africa	America	Eurasia	Island
Afrochoerodon_kisumuensis	-0.0810981217987767	-0.799016239637565	-0.770540463935369	0.257743687902643	1	0	0	0
Afromastodon_coppensi	-0.0184602625500703	-0.567317586836067	-0.945085109918311	0.512455404558499	1	0	0	0
Amebelodon_floridanus	0.142035802312936	-1.56118648538441	-1.00092009282073	0.592986709363314	0	1	0	0
Amebelodon_fricki	0.194266825002114	-1.63273240063768	-1.00150603814588	0.593834961524105	0	1	0	0
Anancus_arvernensis	0.263965938334339	-0.170495841571779	0.84988754335266	-0.0220501217926339	0	0	1	0
Anancus_kazachstanensis	0.263965938334339	-0.170495841571779	0.856147443179472	-0.0224498279290666	0	0	1	0
Anancus_kenyensis	0.242329146842273	-0.175542130996932	0.869399129009024	-0.0233286960093305	1	0	0	0
Anancus_lehmanni	0.134814355994058	-0.243390226809055	0.848388625297017	-0.0219482137710857	0	0	1	0
Anancus_osiris	0.19495139849217	-0.223090670725096	0.854922958241136	-0.0223707273614889	1	0	0	0
Anancus_perimensis	0.100421214012633	-0.386225089427438	0.855420762905727	-0.0224007284755109	0	0	0	1
Anancus_petrocchii	0.13077149655276	-0.207110947575169	0.868743296455589	-0.0232856599870406	1	0	0	0
Anancus_sinensis	0.217094065020907	-0.238321888268395	0.85389084768491	-0.0223044243316854	0	0	1	0
Anancus_sivalensis	0.29186712293248	-0.180649591666838	0.872436139466393	-0.0235291873052706	0	0	1	0
Anancus_ultimus	0.28098057105069	-0.175243889773299	0.871847889927607	-0.0234891727630878	1	0	0	0
Aphanobelodon_zhaoi	-0.666339184502935	-0.978623531843796	-0.935763304122804	0.498813692629782	0	0	1	0
Archaeobelodon_filholi	-0.530823275802624	-1.09025744803064	-0.910790031480364	0.465283187928087	1	0	1	0
Barytherium_grave	-2.45263487793742	1.08959153900003	-0.982136601804818	1.10259293610158	1	0	0	0
Chilgatherium_harrisi	-1.73451104900531	1.13340697049122	-1.11507425254786	1.65938324046169	1	0	0	0
Choerolophodon_anatolicus	-0.346161952688902	-0.497534449635795	-0.781531997552487	0.266873161997973	0	0	1	0
