Species	NMDS1	NMDS2	PVR1	PVR2	Africa	America	Eurasia	Island
Afrochoerodon_kisumuensis	-0.0810981217987767	-0.799016239637565	-0.808916419857962	0.47972161267966	1	0	0	0
Afromastodon_coppensi	-0.0184602625500703	-0.567317586836067	-1.01487346961286	1.10174489809185	1	0	0	0
Amebelodon_floridanus	0.142035802312936	-1.56118648538441	-1.06458406600314	1.2361584605508	0	1	0	0
Amebelodon_fricki	0.194266825002114	-1.63273240063768	-1.06583135339912	1.2395266574776	0	1	0	0
Anancus_arvernensis	0.263965938334339	-0.170495841571779	0.695239084651464	0.0416147729889921	0	0	1	0
Anancus_kazachstanensis	0.263965938334339	-0.170495841571779	0.700223543029706	0.042313425173854	0	0	1	0
Anancus_kenyensis	0.242329146842273	-0.175542130996932	0.711308894547515	0.0439290967864036	1	0	0	0
Anancus_lehmanni	0.134814355994058	-0.243390226809055	0.690763995904296	0.0409657680321395	0	0	1	0
Anancus_osiris	0.19495139849217	-0.223090670725096	0.699573129803264	0.0422225040808162	1	0	0	0
Anancus_perimensis	0.100421214012633	-0.386225089427438	0.696488188435989	0.0417724362055811	0	0	0	1
Anancus_petrocchii	0.13077149655276	-0.207110947575169	0.711024654318612	0.0438880914363105	1	0	0	0
Anancus_sinensis	0.217094065020907	-0.238321888268395	0.699146102282563	0.0421619821943747	0	0	1	0
Anancus_sivalensis	0.29186712293248	-0.180649591666838	0.714364137157225	0.0443713678443768	0	0	1	0
Anancus_ultimus	0.28098057105069	-0.175243889773299	0.713351219230348	0.0442233387460988	1	0	0	0
Aphanobelodon_zhaoi	-0.666339184502935	-0.978623531843796	-0.985296635044548	1.02211980079227	0	0	1	0
Archaeobelodon_filholi	-0.530823275802624	-1.09025744803064	-0.960393729178205	0.959596845038973	1	0	1	0
Barytherium_grave	-2.45263487793742	1.08959153900003	-0.893107408806962	0.674975803780281	1	0	0	0
Chilgatherium_harrisi	-1.73451104900531	1.13340697049122	-0.925134985970779	0.757674398818601	1	0	0	0
Choerolophodon_anatolicus	-0.346161952688902	-0.497534449635795	-0.820001581425023	0.495246097002888	0	0	1	0
Choerolophodon_chioticus	-0.0984097137815234	-0.870448273676343	-0.810136480053733	0.481379311149958	0	0	1	0
Choerolophodon_corrugatus	-0.974507467842991	-0.283534196697913	-0.812165746454813	0.484259428805348	0	0	1	0
Choerolophodon_guangheensis	-0.369716114281058	-0.53141789121383	-0.790934458949595	0.454208186062882	0	0	1	0
Choerolophodon_ngorora	-0.0282152712225646	-0.68239770389694	-0.815719269057671	0.48920576949509	1	0	0	0
Choerolophodon_pentelici	-0.414583843029675	-0.53445284639467	-0.819177721958887	0.494077258184554	0	0	1	0
Cuvieronius_hyodon	0.43787219068675	-0.560068068712387	-1.2377426815535	-2.63646662385109	0	1	0	0
Deinotherium_bozasi	-1.71873449869772	1.66982240067779	-1.01081683412224	0.942877489069491	1	0	0	0
Deinotherium_giganteum	-1.6866405917305	1.90822505694254	-1.01400228142668	0.94997096573685	0	0	1	0
Deinotherium_indicum	-1.68664059173146	1.90822505694352	-1.01345381839678	0.948723503843898	0	0	1	0
Deinotherium_levius	-1.67311018539467	1.73061536594545	-1.01281953376011	0.947355620161188	0	0	1	0
Deinotherium_proavum	-1.68664059173608	1.90822505694826	-1.02108097355433	0.965506223481722	0	0	1	0
Elephas_atavus	1.37285055676594	0.648309788828526	1.32031604319355	-0.230092628041794	1	0	0	0
Elephas_ekorensis	1.06234113213693	0.616778334033209	1.28575683883344	-0.215940765145453	1	0	0	0
Elephas_hysudricus	1.37285055676594	0.648309788828526	1.32915021499668	-0.233704245847808	0	0	1	0
Elephas_hysudrindicus	1.37285055676594	0.648309788828527	1.32973961544238	-0.233945842047459	0	0	1	0
Elephas_maximus	1.30741179705183	0.635066864936334	1.331773847836	-0.234779055522932	0	0	1	0
Elephas_planifrons	1.06000256094101	0.733434697159816	1.29389917791393	-0.219237798223881	1	0	1	0
Eozygodon_morotoensis	-0.815959002114192	1.10228837072399	-0.935738611195235	0.787686721332659	1	0	0	0
Eritreum_melakeghebrekristosi	-0.70665578525507	-0.734049517803922	-0.794852837661719	0.490643161583709	1	0	0	0
Eubelodon_morrilli	-0.0396905546967406	-1.27754260390367	-1.12167101685141	-2.06460873742101	0	1	0	0
Gnathabelodon_buckneri	0.356160389552288	-1.10612747792026	-1.16212936557669	-2.26182598880951	0	1	0	0
Gnathabelodon_thorpei	0.423212791123226	-1.18916153862621	-1.16506534470022	-2.27514778810637	0	1	0	0
Gomphotherium_angustidens	-0.343765582145374	-1.0365355480159	0.32563849031824	0.116119224429308	1	0	1	0
Gomphotherium_annectens	-0.370101165135938	-0.851733865646352	-0.0912093281648118	0.155580901800048	0	0	1	0
Gomphotherium_basal	-0.447344999291067	-0.877743982550461	-0.601593796901433	0.195512384377838	1	0	0	0
Gomphotherium_browni	-0.307519002546884	-0.826177802592687	0.421196845246751	0.101594009910592	0	0	1	0
Gomphotherium_connexum	-0.370101165135938	-0.851733865646352	0.326351537602445	0.116711890661519	0	0	1	0
Gomphotherium_cooperi	-0.399408460837228	-0.839437818975207	0.00534211793835746	0.145696419127679	0	0	1	0
Gomphotherium_hannibali	-0.370101165135938	-0.851733865646352	-0.27754338300567	0.171846005480176	0	0	1	0
Gomphotherium_inopinatum	-0.57789663886497	-0.763704961138203	0.323785734288223	0.114571827314642	0	0	1	0
Gomphotherium_mongoliense	-0.370101165135938	-0.851733865646352	0.325135048473468	0.115702329223072	0	0	1	0
Gomphotherium_productum	-0.100356671834941	-1.33411877387726	0.463557817399811	0.0970434827630564	0	1	0	0
Gomphotherium_steinheimense	-0.350217659449109	-1.10061656866568	0.481741756659911	0.0947589411613705	0	0	1	0
Gomphotherium_subtapiroideum	-0.444332803618098	-1.11884892485171	0.360355979092712	0.109274261656077	0	0	1	0
Gomphotherium_sylvaticum	-0.399408460837228	-0.839437818975207	0.042471192077894	0.141556020138377	0	0	1	0
Gomphotherium_tassyi	-0.404282214879937	-1.05941177694698	0.362062912253914	0.110488681652505	0	0	1	0
Gomphotherium_wimani	-0.370101165135938	-0.851733865646352	0.390813404324112	0.106033601502743	0	0	1	0
Hemimastodon_crepusculi	-0.223422809527815	-0.396749683668074	-0.807975428899882	0.51963987272019	0	0	1	0
Konobelodon_atticus	0.151002162174363	-1.42219607157858	-1.06665524576014	1.2418167184239	0	0	1	0
Konobelodon_britti	0.170683466246357	-1.44908740346427	-1.06414368878042	1.23498055611288	0	1	0	0
Konobelodon_cyrenaicus	0.300060328236166	-1.36857456152947	-1.07023782580035	1.25155205635488	1	0	0	0
Konobelodon_robustus	0.0980591364424912	-1.19886651941199	-1.06385586042869	1.23421829990582	0	0	1	0
Losodokodon_losodokius	-2.20167075377711	0.483958968833103	-0.817196105131613	0.539266190042011	1	0	0	0
Loxodonta_adaurora	1.04878505394002	0.863758290508446	1.29469631484989	-0.219954624151389	1	0	0	0
Loxodonta_africana	1.08299254011512	0.669883789413162	1.377888180101	-0.256176288574674	1	0	0	0
Loxodonta_atlantica	1.27222745085973	0.587721096377361	1.37021177872013	-0.252863231990366	1	0	0	0
Loxodonta_cookei	0.925248582959033	0.636195851535037	1.29645273937117	-0.220808079617692	1	0	0	0
Loxodonta_cyclotis	1.08299254011512	0.669883789413162	1.377888180101	-0.256176288574674	1	0	0	0
Loxodonta_exoptata	1.02839671264375	0.73507046434162	1.34434051107984	-0.241610415663369	1	0	0	0
Mammut_americanum	-0.239250630511692	1.69602367332516	-1.01042369380553	0.947111961510563	0	1	0	0
Mammut_borsoni	-0.539360890058233	1.80141832356426	-1.00552333998649	0.936450319722632	1	0	1	0
Mammut_obliquelophus	-0.96188790502483	1.54173471109299	-1.00505811669155	0.935416614759988	1	0	1	0
Mammuthus_africanavus	1.12192988625783	0.556943356837852	1.31287876518985	-0.227077265048721	1	0	0	0
Mammuthus_columbi	1.30539697666393	0.821895143121385	1.33954757712928	-0.238080917746755	0	1	0	0
Mammuthus_creticus	1.13783525334634	0.966247957669062	1.34026262582515	-0.238369220341353	0	0	0	1
Mammuthus_exilis	1.21401142690682	0.947028098839172	1.34012791872037	-0.238320557277951	0	0	0	1
Mammuthus_gromovi	1.17218857430516	0.721349911109801	1.33226248824034	-0.23506461191854	0	0	1	0
Mammuthus_lamarmorai	1.20089888930885	0.872512673167317	1.3411955254694	-0.238755336325506	0	0	0	1
Mammuthus_meridionalis	1.28699654356522	0.794307984511626	1.33415570726199	-0.235846920612884	1	1	1	0
Mammuthus_primigenius	1.20912952757134	0.674248570396191	1.34416616158457	-0.240013905253919	0	1	1	0
Mammuthus_protomammonteus	1.18450236810203	0.587199497869649	1.34321150792047	-0.239617930323174	0	0	1	0
Mammuthus_rumanus	1.12951613361097	0.607002383911984	1.32087126315698	-0.230347296268259	0	0	1	0
Mammuthus_subplanifrons	0.945999231421686	0.532412806128064	1.31069472506981	-0.226181110174977	1	0	0	0
Mammuthus_trogontherii	1.30539697666393	0.821895143121385	1.34348247702242	-0.239730404102109	0	0	1	0
Megabelodon_joraki	-0.0396905546967406	-1.27754260390367	-1.08601907168842	-1.89062180937138	0	1	0	0
Megabelodon_lulli	-0.0396905546967406	-1.27754260390367	-1.09251167803216	-1.91709376267191	0	1	0	0
Megabelodon_minor	-0.100356671834941	-1.33411877387726	-1.09328220940499	-1.92023519763228	0	1	0	0
Miomastodon_gobiensis	-0.64275858523332	1.43198601115371	-0.976351653037401	0.872948500740727	0	0	1	0
Miomastodon_metachinjiensis	-0.452822722860624	1.41345946393699	-0.975780397620813	0.871762608908643	0	0	1	0
Miomastodon_proavus	-0.452822722860624	1.41345946393699	-0.976623138789363	0.873512401382121	0	1	1	0
Moeritherium_andrewsi	-2.11487309386108	-0.391416894911771	-0.900519664342458	0.68813258856337	1	0	0	0
Moeritherium_chehbeurameuri	-2.11487309386108	-0.391416894911771	-0.890944819751631	0.671135589744962	1	0	0	0
Moeritherium_lyonsi	-2.11487309386108	-0.391416894911771	-0.890703038417672	0.670718085637334	1	0	0	0
Moeritherium_trigodon	-2.03095105017118	-0.318131194873546	-0.889365264784753	0.668342095935156	1	0	0	0
Numidotherium_savagei	-2.39453275452371	1.54527619317039	-0.887215792730186	0.664560000292434	1	0	0	0
Omanitherium_dhofarensis	-2.58450581371261	1.43379047467902	-0.898092322869719	0.683793995974943	1	0	0	0
Palaeoloxodon_antiquus	1.42643254115916	0.755016500591651	1.39601204558836	-0.2641962670982	0	0	1	0
Palaeoloxodon_creutzburgi	1.10694786145604	0.531745382584057	1.39644777684803	-0.264387681257376	0	0	0	1
Palaeoloxodon_cypriotes	1.17778725653356	1.07580209066219	1.39258487051785	-0.262687216885308	0	0	0	1
Palaeoloxodon_falconeri	1.25096881371257	1.00106896117298	1.39249707277443	-0.262648261130255	0	0	0	1
Palaeoloxodon_jolensis	1.4264325411591	0.755016500591618	1.3803022433611	-0.25727136933587	1	0	0	0
Palaeoloxodon_lomolinoi	1.12938793782752	0.803549572015277	1.39710920959718	-0.264678721983492	0	0	0	1
Palaeoloxodon_mnaidriensis	1.20535391880801	0.779527740164358	1.39662791647422	-0.264466950660005	0	0	0	1
Palaeoloxodon_namadicus	1.42643254115915	0.755016500591647	1.38488751095798	-0.259307181519998	0	0	1	0
Palaeoloxodon_naumanni	1.37285055676594	0.648309788828526	1.38242102490948	-0.25821152279219	0	0	1	0
Palaeoloxodon_recki	1.42643254121173	0.755016500620209	1.37871226265397	-0.256583403456196	1	0	0	0
Palaeoloxodon_tiliensis	1.02656866378845	0.773109487997718	1.39378848319036	-0.263214567314435	0	0	0	1
Palaeomastodon_beadnelli	-1.43887051413826	-0.825341287886961	-0.815701307224312	0.532879499266131	1	0	0	0
Paratetralophodon_exoletus	-0.271570012928229	-1.12023492382837	0.842723320216296	-0.0316855616830104	0	0	1	0
Paratetralophodon_hasnotensis	-0.261534417821888	-1.26369296261025	0.846748764342456	-0.0320411064531629	0	0	1	0
Pediolophodon_campester	0.00782404247883269	-1.35262480520825	0.466764045580959	0.0986175435520981	0	1	0	0
Phiomia_major	-1.43887051413826	-0.825341287886961	-0.812744971515514	0.524604612151018	1	0	0	0
Phiomia_serridens	-1.43887051413827	-0.825341287886963	-0.807616972464265	0.516913921542558	1	0	0	0
Platelephas_platycephalus	0.944778975027732	-0.299854252259367	1.30386299381906	-0.2233322888805	0	0	1	0
Platybelodon_dangheensis	-0.330346187668827	-1.46225544260505	-0.984010644674953	1.0191072299695	0	0	1	0
Platybelodon_danovi	-0.330346187668827	-1.46225544260505	-0.991860430509846	1.03822340338734	0	0	1	0
Platybelodon_grangeri	-0.330346187668827	-1.46225544260505	-0.993681441067171	1.04266565513497	0	0	1	0
Platybelodon_tongxinensis	-0.330346187668827	-1.46225544260505	-0.994544524909742	1.04477322880146	0	0	1	0
Primelephas_korotorensis	0.892148798427036	0.574403550907141	1.15099157324051	-0.15963901994272	1	0	0	0
Prodeinotherium_bavaricum	-1.94339585412745	1.14912017838805	-0.964760963993177	0.840014366478318	0	0	1	0
Prodeinotherium_hobleyi	-1.9433958541274	1.14912017838802	-0.958898823136924	0.828171754829844	1	0	0	0
Prodeinotherium_pentapotamiae	-1.94339585412738	1.14912017838801	-0.960245900761395	0.830885984366078	0	0	1	0
Progomphotherium_maraisi	-0.298141242446881	-0.544071998628314	-0.936494087308758	0.898851002058915	1	0	0	0
Protanancus_brevirostris	-0.307814608648706	-1.37287531267069	-1.01704451329829	1.10733494453304	0	0	1	0
Protanancus_chinjiensis	-0.242622660617342	-1.35519082716484	-1.01857764679513	1.11189359657976	0	0	1	0
Protanancus_macinnesi	-0.242622660617342	-1.35519082716484	-1.01832204827852	1.11061718930553	1	0	0	0
