Species	NMDS1	NMDS2	PVR1	PVR2	Africa	America	Eurasia	Island
Afrochoerodon_kisumuensis	-0.0810981217987767	-0.799016239637565	-0.808599116291334	-0.381107221246079	1	0	0	0
Afromastodon_coppensi	-0.0184602625500703	-0.567317586836067	-1.02224010948213	-0.942963493874701	1	0	0	0
Amebelodon_floridanus	0.142035802312936	-1.56118648538441	-1.08350805611523	-1.09320516176468	0	1	0	0
Amebelodon_fricki	0.194266825002114	-1.63273240063768	-1.08356234565489	-1.09333840394426	0	1	0	0
Anancus_arvernensis	0.263965938334339	-0.170495841571779	0.777910630742774	-0.00299554158192503	0	0	1	0
Anancus_kazachstanensis	0.263965938334339	-0.170495841571779	0.77975536102528	-0.00301190410700599	0	0	1	0
Anancus_kenyensis	0.242329146842273	-0.175542130996932	0.79645123183539	-0.00317562760594192	1	0	0	0
Anancus_lehmanni	0.134814355994058	-0.243390226809055	0.767642096169256	-0.00289611995291036	0	0	1	0
Anancus_osiris	0.19495139849217	-0.223090670725096	0.782353445497842	-0.00303742557854121	1	0	0	0
Anancus_perimensis	0.100421214012633	-0.386225089427438	0.779832504400925	-0.00301243196502524	0	0	0	1
Anancus_petrocchii	0.13077149655276	-0.207110947575169	0.796222048831846	-0.00317339704263311	1	0	0	0
Anancus_sinensis	0.217094065020907	-0.238321888268395	0.781523113087302	-0.00302950884363906	0	0	1	0
Anancus_sivalensis	0.29186712293248	-0.180649591666838	0.799894006436617	-0.00320921850125685	0	0	1	0
Anancus_ultimus	0.28098057105069	-0.175243889773299	0.798524803545626	-0.00319575252064773	1	0	0	0
Aphanobelodon_zhaoi	-0.666339184502935	-0.978623531843796	-1.00993197468777	-0.911562343069436	0	0	1	0
Archaeobelodon_filholi	-0.530823275802624	-1.09025744803064	-0.977123388154575	-0.837177555266347	1	0	1	0
Barytherium_grave	-2.45263487793742	1.08959153900003	-0.949580281629773	-0.789061120407869	1	0	0	0
Chilgatherium_harrisi	-1.73451104900531	1.13340697049122	-1.01716903988687	-0.999613225916608	1	0	0	0
Choerolophodon_anatolicus	-0.346161952688902	-0.497534449635795	-0.825532961816397	-0.401146439731766	0	0	1	0
Choerolophodon_chioticus	-0.0984097137815234	-0.870448273676343	-0.790409040922787	-0.359494457375981	0	0	1	0
Choerolophodon_corrugatus	-0.974507467842991	-0.283534196697913	-0.819417207499307	-0.39393481689292	0	0	1	0
Choerolophodon_guangheensis	-0.369716114281058	-0.53141789121383	-0.81286448388379	-0.386024619865624	0	0	1	0
Choerolophodon_ngorora	-0.0282152712225646	-0.68239770389694	-0.815384072249454	-0.389103837220909	1	0	0	0
Choerolophodon_pentelici	-0.414583843029675	-0.53445284639467	-0.82425273658148	-0.399620460449228	0	0	1	0
Cuvieronius_hyodon	0.43787219068675	-0.560068068712387	-1.17571551974964	2.69447688126798	0	1	0	0
Deinotherium_bozasi	-1.71873449869772	1.66982240067779	-1.1760677743872	-1.47857450555792	1	0	0	0
Deinotherium_giganteum	-1.6866405917305	1.90822505694254	-1.175773022516	-1.47772734824046	0	0	1	0
Deinotherium_indicum	-1.68664059173146	1.90822505694352	-1.16625449943782	-1.44862393369029	0	0	1	0
Deinotherium_levius	-1.67311018539467	1.73061536594545	-1.17300938526149	-1.4692524985861	0	0	1	0
Deinotherium_proavum	-1.68664059173608	1.90822505694826	-1.18202513597485	-1.49692862926228	0	0	1	0
Elephas_atavus	1.37285055676594	0.648309788828526	1.29719332791522	0.1140809260356	1	0	0	0
Elephas_ekorensis	1.06234113213693	0.616778334033209	1.26733039390676	0.107644131707358	1	0	0	0
Elephas_hysudricus	1.37285055676594	0.648309788828526	1.30442398820238	0.115637808922798	0	0	1	0
Elephas_hysudrindicus	1.37285055676594	0.648309788828527	1.30538283598289	0.115844661240762	0	0	1	0
Elephas_maximus	1.30741179705183	0.635066864936334	1.30731582987424	0.116261765093082	0	0	1	0
Elephas_planifrons	1.06000256094101	0.733434697159816	1.28158516417825	0.110707338244028	1	0	1	0
Eozygodon_morotoensis	-0.815959002114192	1.10228837072399	-0.902082111735412	-0.585105571938166	1	0	0	0
Eritreum_melakeghebrekristosi	-0.70665578525507	-0.734049517803922	-0.823224575846302	-0.475214639562489	1	0	0	0
Eubelodon_morrilli	-0.0396905546967406	-1.27754260390367	-1.05881692360175	2.04889986097225	0	1	0	0
Gnathabelodon_buckneri	0.356160389552288	-1.10612747792026	-1.117172177894	2.36956042010829	0	1	0	0
Gnathabelodon_thorpei	0.423212791123226	-1.18916153862621	-1.1212791225423	2.39080005163319	0	1	0	0
Gomphotherium_angustidens	-0.343765582145374	-1.0365355480159	0.331865383767068	-0.0605588241400356	1	0	1	0
Gomphotherium_annectens	-0.370101165135938	-0.851733865646352	-0.0841505890018375	-0.0846818169141854	0	0	1	0
