Species	NMDS1	NMDS2	PVR1	PVR2	Africa	America	Eurasia	Island
Afrochoerodon_kisumuensis	-0.0810981217987767	-0.799016239637565	-0.760985526624183	0.300361988283872	1	0	0	0
Afromastodon_coppensi	-0.0184602625500703	-0.567317586836067	-0.946207861126053	0.67140703581601	1	0	0	0
Amebelodon_floridanus	0.142035802312936	-1.56118648538441	-0.994855425413836	0.765046643804534	0	1	0	0
Amebelodon_fricki	0.194266825002114	-1.63273240063768	-0.994809365839484	0.764957992910915	0	1	0	0
Anancus_arvernensis	0.263965938334339	-0.170495841571779	0.716030419207674	0.0747195314193914	0	0	1	0
Anancus_kazachstanensis	0.263965938334339	-0.170495841571779	0.720058467422263	0.0757646024944877	0	0	1	0
Anancus_kenyensis	0.242329146842273	-0.175542130996932	0.730170590644788	0.0785059062711544	1	0	0	0
Anancus_lehmanni	0.134814355994058	-0.243390226809055	0.708705982089318	0.0727535812346846	0	0	1	0
Anancus_osiris	0.19495139849217	-0.223090670725096	0.719977173622996	0.0757510689664749	1	0	0	0
Anancus_perimensis	0.100421214012633	-0.386225089427438	0.719479637136102	0.0756071060609458	0	0	0	1
Anancus_petrocchii	0.13077149655276	-0.207110947575169	0.730618705908192	0.0786254491033639	1	0	0	0
Anancus_sinensis	0.217094065020907	-0.238321888268395	0.719374183424636	0.0755911156020249	0	0	1	0
Anancus_sivalensis	0.29186712293248	-0.180649591666838	0.728534112959654	0.0780552474027866	0	0	1	0
Anancus_ultimus	0.28098057105069	-0.175243889773299	0.732259259294285	0.0790650586486912	1	0	0	0
Aphanobelodon_zhaoi	-0.666339184502935	-0.978623531843796	-0.934952936663407	0.647255154100766	0	0	1	0
Archaeobelodon_filholi	-0.530823275802624	-1.09025744803064	-0.907021914615908	0.598393090819919	1	0	1	0
Barytherium_grave	-2.45263487793742	1.08959153900003	-0.973659860126903	0.901599360643322	1	0	0	0
Chilgatherium_harrisi	-1.73451104900531	1.13340697049122	-1.01786790592258	1.07410015126985	1	0	0	0
Choerolophodon_anatolicus	-0.346161952688902	-0.497534449635795	-0.779156012983076	0.319090852286877	0	0	1	0
Choerolophodon_chioticus	-0.0984097137815234	-0.870448273676343	-0.763857569557841	0.303191441335318	0	0	1	0
Choerolophodon_corrugatus	-0.974507467842991	-0.283534196697913	-0.771684206062113	0.311498139099933	0	0	1	0
Choerolophodon_guangheensis	-0.369716114281058	-0.53141789121383	-0.766312191002065	0.305634005591787	0	0	1	0
Choerolophodon_ngorora	-0.0282152712225646	-0.68239770389694	-0.774367356588001	0.314196341527033	1	0	0	0
Choerolophodon_pentelici	-0.414583843029675	-0.53445284639467	-0.777925064089122	0.317822247511029	0	0	1	0
Cuvieronius_hyodon	0.43787219068675	-0.560068068712387	-1.21022844584212	-2.64015615116336	0	1	0	0
Deinotherium_bozasi	-1.71873449869772	1.66982240067779	-1.14070268718388	1.45782989571606	1	0	0	0
Deinotherium_giganteum	-1.6866405917305	1.90822505694254	-1.1391262801034	1.45291024991772	0	0	1	0
Deinotherium_indicum	-1.68664059173146	1.90822505694352	-1.13300246488329	1.43341501353658	0	0	1	0
Deinotherium_levius	-1.67311018539467	1.73061536594545	-1.13607228791123	1.44318397404858	0	0	1	0
Deinotherium_proavum	-1.68664059173608	1.90822505694826	-1.14619732241177	1.47550245719477	0	0	1	0
Elephas_atavus	1.37285055676594	0.648309788828526	1.31232966843372	-0.303261459480813	1	0	0	0
Elephas_ekorensis	1.06234113213693	0.616778334033209	1.24168731848865	-0.261329823297088	1	0	0	0
Elephas_hysudricus	1.37285055676594	0.648309788828526	1.31841729766988	-0.306792914046047	0	0	1	0
Elephas_hysudrindicus	1.37285055676594	0.648309788828527	1.3254594394235	-0.310914196890522	0	0	1	0
Elephas_maximus	1.30741179705183	0.635066864936334	1.3268219263066	-0.311707142061285	0	0	1	0
Elephas_planifrons	1.06000256094101	0.733434697159816	1.28091486608733	-0.284574799313387	1	0	1	0
Eozygodon_morotoensis	-0.815959002114192	1.10228837072399	-0.937932062808361	0.746953424192246	1	0	0	0
Eritreum_melakeghebrekristosi	-0.70665578525507	-0.734049517803922	-0.803573707399627	0.466848854953013	1	0	0	0
Eubelodon_morrilli	-0.0396905546967406	-1.27754260390367	-1.07068642091191	-1.88792169380954	0	1	0	0
Gnathabelodon_buckneri	0.356160389552288	-1.10612747792026	-1.10997063759684	-2.09668232582527	0	1	0	0
Gnathabelodon_thorpei	0.423212791123226	-1.18916153862621	-1.11443803445882	-2.11777870817704	0	1	0	0
Gomphotherium_angustidens	-0.343765582145374	-1.0365355480159	0.33140077865649	0.178874432734488	1	0	1	0
Gomphotherium_annectens	-0.370101165135938	-0.851733865646352	-0.12000857418155	0.177271886138968	0	0	1	0
Gomphotherium_basal	-0.447344999291067	-0.877743982550461	-0.610281109281178	0.168596030351676	1	0	0	0
Gomphotherium_browni	-0.307519002546884	-0.826177802592687	0.403608847879631	0.169659710270919	0	0	1	0
Gomphotherium_connexum	-0.370101165135938	-0.851733865646352	0.332292091302926	0.180071090906139	0	0	1	0
Gomphotherium_cooperi	-0.399408460837228	-0.839437818975207	-0.0112431691686147	0.175849656671798	0	0	1	0
Gomphotherium_hannibali	-0.370101165135938	-0.851733865646352	-0.24605387594556	0.175806879745523	0	0	1	0
Gomphotherium_inopinatum	-0.57789663886497	-0.763704961138203	0.330962637713489	0.17828594547037	0	0	1	0
Gomphotherium_mongoliense	-0.370101165135938	-0.851733865646352	0.3313446515515	0.178798875599721	0	0	1	0
Gomphotherium_productum	-0.100356671834941	-1.33411877387726	0.432028460843821	0.172254558244104	0	1	0	0
Gomphotherium_steinheimense	-0.350217659449109	-1.10061656866568	0.463398225924931	0.16854696319183	0	0	1	0
Gomphotherium_subtapiroideum	-0.444332803618098	-1.11884892485171	0.34911288240401	0.173432094791214	0	0	1	0
Gomphotherium_sylvaticum	-0.399408460837228	-0.839437818975207	0.325371261613176	0.172496291235534	0	0	1	0
Gomphotherium_tassyi	-0.404282214879937	-1.05941177694698	0.351125133954872	0.175939007764111	0	0	1	0
Gomphotherium_wimani	-0.370101165135938	-0.851733865646352	0.355747048398327	0.173694746210418	0	0	1	0
Hemimastodon_crepusculi	-0.223422809527815	-0.396749683668074	-0.850548418720047	0.562168926413804	0	0	1	0
Konobelodon_atticus	0.151002162174363	-1.42219607157858	-1.00773916311155	0.790404756614555	0	0	1	0
Konobelodon_britti	0.170683466246357	-1.44908740346427	-1.00156242114237	0.778271544628998	0	1	0	0
Konobelodon_cyrenaicus	0.300060328236166	-1.36857456152947	-1.01084142110548	0.796470863776643	1	0	0	0
Konobelodon_robustus	0.0980591364424912	-1.19886651941199	-1.00362210232977	0.782380193571541	0	0	1	0
Losodokodon_losodokius	-2.20167075377711	0.483958968833103	-0.895872436792055	0.657761754981332	1	0	0	0
Loxodonta_adaurora	1.04878505394002	0.863758290508446	1.28860840150354	-0.291849741115261	1	0	0	0
Loxodonta_africana	1.08299254011512	0.669883789413162	1.38186543985843	-0.351669801158896	1	0	0	0
Loxodonta_atlantica	1.27222745085973	0.587721096377361	1.37252380577663	-0.345778963096517	1	0	0	0
Loxodonta_cookei	0.925248582959033	0.636195851535037	1.29989309391181	-0.299232097298279	1	0	0	0
Loxodonta_cyclotis	1.08299254011512	0.669883789413162	1.38186543985843	-0.351669801158896	1	0	0	0
Loxodonta_exoptata	1.02839671264375	0.73507046434162	1.33435667246156	-0.321267815260195	1	0	0	0
Mammut_americanum	-0.239250630511692	1.69602367332516	-1.01585754228246	0.917844604089515	0	1	0	0
Mammut_borsoni	-0.539360890058233	1.80141832356426	-1.01166918591621	0.908469494381937	1	0	1	0
Mammut_obliquelophus	-0.96188790502483	1.54173471109299	-1.00619270028622	0.896067931371287	1	0	1	0
Mammuthus_africanavus	1.12192988625783	0.556943356837852	1.32569915029667	-0.311495025114622	1	0	0	0
Mammuthus_columbi	1.30539697666393	0.821895143121385	1.36380677825612	-0.334601254280651	0	1	0	0
Mammuthus_creticus	1.13783525334634	0.966247957669062	1.35139249477397	-0.326922985438808	0	0	0	1
Mammuthus_exilis	1.21401142690682	0.947028098839172	1.36504136966918	-0.335352832469292	0	0	0	1
