age	temp	humans	grassland
0.176	-3.24954803434594	0	0
0.178	-3.05228799206122	0	0
0.18	-3.15091801320358	0	0
0.182	-3.21009602588899	0	0
0.184	-3.21930149452895	0	0
0.186	-3.22982203011747	0	0
0.188	-2.99968531411863	0	0
0.19	-2.43815172708147	0	0
0.192	-2.55913788634943	0	0
0.194	-2.20406981023694	0	0
0.196	-2.20669994413407	0	0
0.198	-2.05546724504912	0	0
0.2	-1.98182349592949	0	0
0.202	-1.90817974680987	0	0
0.204	-2.11859045858023	0	0
0.206	-2.09886445435176	0	0
0.208	-2.07913845012329	0	0
0.21	-2.02653577218069	0	0
0.212	-2.05283711115199	0	0
0.214	-2.07913845012329	0	0
0.216	-2.00286456710653	0	0
0.218	-1.92527561714121	0	0
0.22	-1.88582360868426	0	0
0.222	-2.01864537048931	0	0
0.224	-2.15146713229435	0	0
0.226	-2.84845261503368	0	0
0.228	-2.99574011327294	0	0
0.23	-3.01678118444997	0	0
0.232	-3.03913732257557	0	0
0.234	-2.67749391172026	0	0
0.236	-2.94708263617604	0	0
0.238	-2.56176802024656	0	0
0.24	-2.26324782292235	0	0
0.242	-2.53941188212096	0	0
0.244	-1.68067316470816	0	0
0.246	-2.54335708296665	0	0
0.248	-3.05228799206122	0	0
0.25	-2.86817861926215	0	0
0.252	-3.38763006394524	0	0
0.254	-3.40735606817371	0	0
0.256	-3.31135618092848	0	0
0.258	-3.28242470806006	0	0
0.26	-3.11409613864376	0	0
0.262	-3.12198654033515	0	0
0.264	-3.19431522250622	0	0
0.266	-3.17721935217487	0	0
0.268	-3.24954803434594	0	0
0.27	-3.34160272074547	0	0
0.272	-3.34160272074547	0	0
0.274	-3.19957549030048	0	0
0.276	-3.26269870383159	0	0
0.278	-3.17064401743205	0	0
0.28	-3.03256198783275	0	0
0.282	-2.89447995823345	0	0
0.284	-2.75639792863414	0	0
0.286	-2.64198710410901	0	0
0.288	-2.52626121263531	0	0
0.29	-2.63146656852049	0	0
0.292	-2.05283711115199	0	0
0.294	-2.78927460234827	0	0
0.296	-3.01283598360428	0	0
0.298	-3.17064401743205	0	0
0.3	-2.78927460234827	0	0
0.302	-3.09174000051816	0	0
0.304	-2.92078129720474	0	0
0.306	-2.73009658966285	0	0
0.308	-2.66828844308031	0	0
0.31	-2.6051652295492	0	0
0.312	-2.39475451777883	0	0
0.314	-3.02598665308992	0	0
0.316	-2.52626121263531	0	0
0.318	-2.02653577218069	0	0
0.32	-2.23037114920824	0	0
0.322	-2.05941244589481	0	0
0.324	-2.28954916189365	0	0
0.326	-1.53996100121173	0	0
0.328	-1.57941300966867	0	0
0.33	-1.60571434863997	0	0
0.332	-1.4216049758409	0	0
0.334	-1.13229024715665	0	0
0.336	-1.41239950720094	0	0
0.338	-2.36845317880754	0	0
0.34	-2.6945897820516	0	0
0.342	-3.02204145224423	0	0
0.344	-3.3481780554883	0	0
0.346	-3.70982146634361	0	0
0.348	-2.68406924646308	0	0
0.35	-3.4599587461163	0	0
0.352	-3.13119200897511	0	0
0.354	-3.27584937331723	0	0
0.356	-3.1574933479464	0	0
0.358	-3.32845205125982	0	0
0.36	-3.30872604703135	0	0
0.362	-3.28900004280288	0	0
0.364	-3.31530138177418	0	0
0.366	-3.34160272074547	0	0
0.368	-3.21667136063182	0	0
0.37	-3.01283598360428	0	0
0.372	-3.06543866154687	0	0
0.374	-3.10489067000381	0	0
0.376	-3.05228799206122	0	0
0.378	-2.84582248113655	0	0
0.38	-2.74982259389132	0	0
0.382	-3.02598665308992	0	0
0.384	-2.71957605407433	0	0
0.386	-2.92078129720474	0	0
0.388	-2.68406924646308	0	0
0.39	-2.50916534230397	0	0
0.392	-2.55256255160661	0	0
0.394	-2.51968587789249	0	0
0.396	-2.23694648395106	0	0
0.398	-2.46050786520707	0	0
0.4	-2.30664503222499	0	0
0.402	-1.78982372143904	0	0
0.404	-1.40187897161243	0	0
0.406	-1.99365909846657	0	0
0.408	-1.60571434863997	0	0
0.41	-1.34533109282414	0	0
0.412	-1.70697450367945	0	0
0.414	-1.87793320699287	0	0
0.416	-2.69721991594873	0	0
0.418	-2.81294580742243	0	0
0.42	-2.78927460234827	0	0
0.422	-2.7656033972741	0	0
0.424	-3.91891711116541	0	0
0.426	-3.79530081800032	0	0
0.428	-3.20089055724904	0	0
0.43	-3.19957549030048	0	0
0.432	-3.47179434865338	0	0
0.434	-3.39026019784237	0	0
0.436	-3.4599587461163	0	0
0.438	-3.33239725210552	0	0
0.44	-3.32056164956844	0	0
0.442	-3.30872604703135	0	0
0.444	-2.98653464463298	0	0
0.446	-2.97995930989016	0	0
0.448	-2.97338397514733	0	0
0.45	-3.06543866154687	0	0
0.452	-3.1574933479464	0	0
0.454	-3.24954803434594	0	0
0.456	-3.39420539868806	0	0
0.458	-3.12198654033515	0	0
0.46	-2.85108274893081	0	0
0.462	-2.5788638905779	0	0
0.464	-3.1837946869177	0	0
0.466	-3.11146600474664	0	0
0.468	-2.93656210058752	0	0
0.47	-2.76297326337697	0	0
0.472	-2.80242527183391	0	0
0.474	-2.6051652295492	0	0
0.476	-2.53283654737813	0	0
0.478	-2.45919279825851	0	0
0.48	-2.38686411608744	0	0
0.482	-2.31453543391638	0	0
0.484	-2.24089168479675	0	0
0.486	-2.39475451777883	0	0
0.488	-1.88845374258139	0	0
0.49	-1.98708376372375	0	0
0.492	-2.08571378486611	0	0
0.494	-2.1120151238374	0	0
0.496	-2.14489179755152	0	0
0.498	-2.93393196669039	0	0
0.5	-2.57097348888651	0	0
0.502	-2.46050786520707	0	0
0.504	-2.48680920417837	0	0
0.506	-2.77612393286262	0	0
0.508	-2.51705574399536	0	0
0.51	-2.50653520840684	0	0
0.512	-2.53941188212096	0	0
0.514	-2.49995987366401	0	0
0.516	-2.48680920417837	0	0
0.518	-2.38423398219031	0	0
0.52	-2.49995987366401	0	0
0.522	-2.42105585675013	0	0
0.524	-2.64856243885183	0	0
0.526	-2.56308308719512	0	0
0.528	-2.80505540573104	0	0
0.53	-2.95891823871312	0	0
0.532	-3.1614385487921	0	0
0.534	-3.38368486309954	0	0
0.536	-3.2732192394201	0	0
0.538	-3.30478084618566	0	0
0.54	-3.24954803434594	0	0
0.542	-3.2061508250433	0	0
0.544	-3.05623319290692	0	0
0.546	-3.01283598360428	0	0
0.548	-2.78927460234827	0	0
0.55	-2.78006913370831	0	0
0.552	-2.92078129720474	0	0
0.554	-2.42105585675013	0	0
0.556	-2.53941188212096	0	0
0.558	-2.74982259389132	0	0
0.56	-1.76352238246774	0	0
0.562	-2.75639792863414	0	0
0.564	-2.32242583560777	0	0
0.566	-2.77612393286262	0	0
0.568	-2.34609704068194	0	0
0.57	-1.76352238246774	0	0
0.572	-1.98971389762088	0	0
0.574	-1.88187840783857	0	0
0.576	-1.79639905618186	0	0
0.578	-1.75957718162204	0	0
0.58	-1.55311167069737	0	0
0.582	-2.2053848771855	0	0
0.584	-2.77612393286262	0	0
0.586	-2.81294580742243	0	0
0.588	-2.87475395400498	0	0
0.59	-2.89842515907914	0	0
0.592	-3.34160272074547	0	0
0.594	-2.78927460234827	0	0
0.596	-2.6051652295492	0	0
0.598	-2.50390507450971	0	0
0.6	-2.61700083208628	0	0
0.602	-2.57360362278364	0	0
0.604	-2.42105585675013	0	0
0.606	-2.54204201601809	0	0
0.608	-2.34215183983624	0	0
0.61	-2.17776847126564	0	0
0.612	-2.30927516612212	0	0
0.614	-2.11333019078597	0	0
0.616	-1.9068646798613	0	0
0.618	-1.89897427816991	0	0
0.62	-2.05546724504912	0	0
0.622	-2.40001478557309	0	0
0.624	-3.17721935217487	0	0
0.626	-2.54861735076091	0	0
0.628	-3.7887254832575	0	0
0.63	-3.97020472215943	0	0
0.632	-3.95705405267379	0	0
0.634	-3.99650606113073	0	0
0.636	-3.85842403153143	0	0
0.638	-3.85053362984004	0	0
0.64	-3.7361228053149	0	0
0.642	-3.67168452483523	0	0
0.644	-3.67694479262949	0	0
0.646	-3.58357503928139	0	0
0.648	-3.48362995119047	0	0
0.65	-3.45338341137348	0	0
0.652	-3.52045182575028	0	0
0.654	-3.36395885887107	0	0
0.656	-3.40998620207084	0	0
0.658	-3.33502738600265	0	0
0.66	-3.29163017670001	0	0
0.662	-3.30083564533996	0	0
0.664	-3.31530138177418	0	0
0.666	-3.14697281235789	0	0
0.668	-3.4599587461163	0	0
0.67	-3.29689044449427	0	0
0.672	-3.14302761151219	0	0
0.674	-3.27584937331723	0	0
0.676	-3.14828787930645	0	0
0.678	-2.65776790749179	0	0
0.68	-3.02598665308992	0	0
0.682	-2.96417850650738	0	0
0.684	-3.06543866154687	0	0
0.686	-2.814260874371	0	0
0.688	-2.23694648395106	0	0
0.69	-2.3960695847274	0	0
0.692	-2.55913788634943	0	0
0.694	-2.26982315766518	0	0
0.696	-2.2803436932537	0	0
0.698	-2.23300128310537	0	0
0.7	-2.05020697725486	0	0
0.702	-2.04626177640917	0	0
0.704	-2.16856300262569	0	0
0.706	-1.96078242475246	0	0
0.708	-2.10017952130032	0	0
0.71	-2.3697682457561	0	0
0.712	-2.4144805220073	0	0
0.714	-2.44998732961855	0	0
0.716	-2.34215183983624	0	0
0.718	-2.96417850650738	0	0
0.72	-2.83135674470234	0	0
0.722	-3.01546611750141	0	0
0.724	-3.19037002166052	0	0
0.726	-3.16669881658636	0	0
0.728	-2.9483977031246	0	0
0.73	-2.78138420065688	0	0
0.732	-2.63015150157193	0	0
0.734	-2.63409670241762	0	0
0.736	-2.63935697021188	0	0
0.738	-2.68669938036021	0	0
0.74	-2.814260874371	0	0
0.742	-2.74982259389132	0	0
0.744	-3.21009602588899	0	0
0.746	-3.15880841489497	0	0
0.748	-3.42050673765936	0	0
0.75	-3.08516466577534	0	0
0.752	-3.22982203011747	0	0
0.754	-2.99442504632437	0	0
0.756	-3.13776734371793	0	0
0.758	-3.06017839375261	0	0
0.76	-3.02598665308992	0	0
0.762	-2.87475395400498	0	0
0.764	-2.91420596246192	0	0
0.766	-2.88395942264493	0	0
0.768	-2.59727482785781	0	0
0.77	-2.59858989480637	0	0
0.772	-2.66960351002887	0	0
0.774	-2.41185038811017	0	0
0.776	-2.31059023307069	0	0
0.778	-2.26982315766518	0	0
0.78	-1.8582072027644	0	0
0.782	-2.03048097302639	0	0
0.784	-2.12516579332305	0	0
0.786	-1.86872773835292	0	0
0.788	-1.64385129014834	0	0
0.79	-2.11464525773453	0	0
0.792	-2.28691902799652	0	0
0.794	-2.78401433455401	0	0
0.796	-3.28242470806006	0	0
0.798	-3.67036945788667	0	0
0.8	-3.53886276303019	0	0
0.802	-3.32450685041413	0	0
0.804	-3.36790405971677	0	0
0.806	-3.27190417247154	0	0
0.808	-2.99574011327294	0	0
0.81	-2.76297326337697	0	0
0.812	-3.00757571581002	0	0
0.814	-2.7208911210229	0	0
0.816	-2.61568576513772	0	0
0.818	-2.36845317880754	0	0
0.82	-2.30006969748217	0	0
0.822	-2.28297382715083	0	0
0.824	-2.00943990184935	0	0
0.826	-2.43420652623578	0	0
0.828	-2.41053532116161	0	0
0.83	-2.58543922532072	0	0
0.832	-2.37502851355036	0	0
0.834	-2.26061768902522	0	0
0.836	-2.29480942968791	0	0
0.838	-2.32900117035059	0	0
0.84	-2.83530194554803	0	0
0.842	-2.276398492408	0	0
0.844	-2.18171367211134	0	0
0.846	-1.9739330942381	0	0
0.848	-1.86872773835292	0	0
0.85	-2.03311110692352	0	0
0.852	-1.67804303081103	0	0
0.854	-1.97130296034097	0	0
0.856	-2.24352181869388	0	0
0.858	-2.09491925350606	0	0
0.86	-2.00549470100366	0	0
0.862	-1.91738521544982	0	0
0.864	-1.83848119853593	0	0
0.866	-2.39738465167596	0	0
0.868	-3.38105472920242	0	0
0.87	-3.32845205125982	0	0
0.872	-3.55858876725866	0	0
0.874	-3.28900004280288	0	0
0.876	-3.51650662490459	0	0
0.878	-3.4599587461163	0	0
0.88	-3.15223308015214	0	0
0.882	-3.19826042335191	0	0
0.884	-3.24560283350024	0	0
0.886	-3.24034256570598	0	0
0.888	-3.23639736486029	0	0
0.89	-3.40735606817371	0	0
0.892	-3.20352069114617	0	0
0.894	-3.23376723096316	0	0
0.896	-3.26269870383159	0	0
0.898	-2.96023330566169	0	0
0.9	-2.99968531411863	0	0
0.902	-2.9076306277191	0	0
0.904	-2.70379525069155	0	0
0.906	-2.36845317880754	0	0
0.908	-2.74982259389132	0	0
0.91	-2.65776790749179	0	0
0.912	-2.46445306605277	0	0
0.914	-2.45393253046425	0	0
0.916	-2.39475451777883	0	0
0.918	-2.43289145928721	0	0
0.92	-2.52626121263531	0	0
0.922	-2.59069949311498	0	0
0.924	-2.8813292887478	0	0
0.926	-2.79716500403965	0	0
0.928	-3.31924658261987	0	0
0.93	-3.06938386239256	0	0
0.932	-2.93919223448465	0	0
0.934	-2.68275417951452	0	0
0.936	-2.69064458120591	0	0
0.938	-2.38160384829319	0	0
0.94	-2.50653520840684	0	0
0.942	-2.3026998313793	0	0
0.944	-2.18960407380273	0	0
0.946	-2.1830287390599	0	0
0.948	-2.12516579332305	0	0
0.95	-1.94368655442111	0	0
0.952	-1.75957718162204	0	0
0.954	-1.63859102235409	0	0
0.956	-1.61754995117705	0	0
0.958	-1.45974191734928	0	0
0.96	-1.34664615977271	0	0
0.962	-1.39004336907534	0	0
0.964	-2.59201456006355	0	0
0.966	-2.00286456710653	0	0
0.968	-2.95628810481599	0	0
0.97	-2.87343888705641	0	0
0.972	-2.87343888705641	0	0
0.974	-2.50653520840684	0	0
0.976	-2.51311054314966	0	0
0.978	-2.3211107686592	0	0
0.98	-2.38817918303601	0	0
0.982	-2.10938498994028	0	0
0.984	-2.12911099416875	0	0
0.986	-2.57228855583508	0	0
0.988	-2.55519268550374	0	0
0.99	-2.49338453892119	0	0
0.992	-2.52231601178962	0	0
0.994	-2.69590484900017	0	0
0.996	-2.54598721686378	0	0
0.998	-2.30006969748217	0	0
1	-2.16856300262569	0	0
1.002	-2.15146713229435	0	0
1.004	-2.19486434159699	0	0
1.006	-2.47891880248698	0	0
1.008	-2.35530250932189	0	0
1.01	-2.53152148042957	0	0
1.012	-2.5828090914236	0	0
1.014	-2.530206413481	0	0
1.016	-2.6051652295492	0	0
1.018	-2.29349436273934	0	0
1.02	-2.28297382715083	0	0
1.022	-2.00154950015796	0	0
1.024	-1.93448108578116	0	0
1.026	-2.10543978909458	0	0
1.028	-1.99891936626083	0	0
1.03	-2.17382327041995	0	0
1.032	-2.29349436273934	0	0
1.034	-2.67354871087456	0	0
1.036	-2.86817861926215	0	0
1.038	-3.06938386239256	0	0
1.04	-3.05886332680404	0	0
1.042	-2.75902806253128	0	0
1.044	-2.98784971158155	0	0
1.046	-2.91420596246192	0	0
1.048	-2.87606902095354	0	0
1.05	-2.96023330566169	0	0
1.052	-2.89316489128488	0	0
1.054	-2.84582248113655	0	0
1.056	-2.81952114216525	0	0
1.058	-2.57228855583508	0	0
1.06	-2.32374090255633	0	0
1.062	-2.07650831622616	0	0
1.064	-2.19880954244268	0	0
1.066	-2.0002344332094	0	0
1.068	-1.85557706886727	0	0
1.07	-1.51891993003469	0	0
1.072	-1.68461836555385	0	0
1.074	-1.6307006206627	0	0
1.076	-1.84242639938163	0	0
1.078	-2.05283711115199	0	0
1.08	-1.92527561714121	0	0
1.082	-2.16856300262569	0	0
1.084	-2.42763119149295	0	0
1.086	-2.31322036696782	0	0
1.088	-2.4144805220073	0	0
1.09	-2.57360362278364	0	0
1.092	-2.39475451777883	0	0
1.094	-2.33294637119629	0	0
1.096	-2.49338453892119	0	0
1.098	-2.63146656852049	0	0
1.1	-3.07858933103252	0	0
1.102	-2.77612393286262	0	0
1.104	-2.40922025421304	0	0
1.106	-2.62226109988054	0	0
1.108	-2.30927516612212	0	0
1.11	-2.55519268550374	0	0
1.112	-2.0712480484319	0	0
1.114	-2.42763119149295	0	0
1.116	-2.1159603246831	0	0
1.118	-2.40264491947022	0	0
1.12	-2.39475451777883	0	0
1.122	-2.87080875315928	0	0
1.124	-3.23639736486029	0	0
1.126	-3.11015093779807	0	0
1.128	-2.91815116330761	0	0
1.13	-2.6012200287035	0	0
1.132	-2.90500049382197	0	0
1.134	-2.99442504632437	0	0
1.136	-2.89842515907914	0	0
1.138	-2.48680920417837	0	0
1.14	-2.42105585675013	0	0
1.142	-2.4670831999499	0	0
1.144	-2.5117954762011	0	0
1.146	-2.4407818609786	0	0
1.148	-2.36845317880754	0	0
1.15	-2.36187784406471	0	0
1.152	-2.35661757627045	0	0
1.154	-2.17119313652282	0	0
1.156	-1.82927572989598	0	0
1.158	-2.11859045858023	0	0
1.16	-1.77667305195339	0	0
1.162	-1.92001534934695	0	0
1.164	-1.76352238246774	0	0
1.166	-1.88319347478713	0	0
1.168	-1.80297439092468	0	0
1.17	-1.77272785110769	0	0
1.172	-2.14883699839722	0	0
1.174	-1.93448108578116	0	0
1.176	-1.99234403151801	0	0
1.178	-1.9962892323637	0	0
1.18	-1.93711121967829	0	0
1.182	-2.01470016964361	0	0
1.184	-2.01996043743787	0	0
1.186	-2.01338510269505	0	0
1.188	-2.84976768198224	0	0
1.19	-2.92209636415331	0	0
1.192	-3.09700026831242	0	0
1.194	-3.20089055724904	0	0
1.196	-3.28900004280288	0	0
1.198	-3.00100038106719	0	0
1.2	-3.15091801320358	0	0
1.202	-3.10094546915812	0	0
1.204	-2.97206890819877	0	0
1.206	-2.77217873201692	0	0
1.208	-2.78927460234827	0	0
1.21	-2.39475451777883	0	0
1.212	-2.51968587789249	0	0
1.214	-1.43475564532654	0	0
1.216	-2.48023386943554	0	0
1.218	-2.50390507450971	0	0
1.22	-2.10938498994028	0	0
1.222	-2.16724793567713	0	0
1.224	-1.89502907732422	0	0
1.226	-1.98313856287806	0	0
1.228	-2.10543978909458	0	0
1.23	-1.94368655442111	0	0
1.232	-1.56626234018302	0	0
1.234	-1.62544035286844	0	0
1.236	-1.74379637823927	0	0
1.238	-1.43475564532654	0	0
1.24	-1.8621524036101	0	0
1.242	-1.85557706886727	0	0
1.244	-1.80297439092468	0	0
1.246	-2.68406924646308	0	0
1.248	-2.91420596246192	0	0
1.25	-3.14434267846075	0	0
1.252	-3.11146600474664	0	0
1.254	-3.07858933103252	0	0
1.256	-3.40735606817371	0	0
1.258	-2.63146656852049	0	0
1.26	-2.64461723800614	0	0
1.262	-2.43420652623578	0	0
1.264	-2.39080931693314	0	0
1.266	-2.34872717457907	0	0
1.268	-2.36845317880754	0	0
1.27	-2.38817918303601	0	0
1.272	-2.21064514497976	0	0
1.274	-2.19749447549412	0	0
1.276	-2.18434380600847	0	0
1.278	-2.01338510269505	0	0
1.28	-1.84900173412445	0	0
1.282	-1.92527561714121	0	0
1.284	-2.00943990184935	0	0
1.286	-2.38160384829319	0	0
1.288	-2.32242583560777	0	0
1.29	-2.32242583560777	0	0
1.292	-2.64461723800614	0	0
1.294	-2.53941188212096	0	0
1.296	-2.59858989480637	0	0
1.298	-2.65776790749179	0	0
1.3	-2.05283711115199	0	0
1.302	-2.56571322109225	0	0
1.304	-2.48680920417837	0	0
1.306	-2.51968587789249	0	0
1.308	-2.32242583560777	0	0
1.31	-2.12516579332305	0	0
1.312	-2.08308365096898	0	0
1.314	-2.13174112806588	0	0
1.316	-2.00417963405509	0	0
1.318	-2.11464525773453	0	0
1.32	-2.39869971862453	0	0
1.322	-2.45130239656712	0	0
1.324	-2.61831589903484	0	0
1.326	-2.57228855583508	0	0
1.328	-2.68406924646308	0	0
1.33	-3.14434267846075	0	0
1.332	-2.22379581446541	0	0
1.334	-2.65119257274896	0	0
1.336	-2.50390507450971	0	0
1.338	-2.35530250932189	0	0
1.34	-2.28297382715083	0	0
1.342	-2.21064514497976	0	0
1.344	-2.03311110692352	0	0
1.346	-2.18434380600847	0	0
1.348	-2.33557650509342	0	0
1.35	-1.60571434863997	0	0
1.352	-2.23694648395106	0	0
1.354	-1.77667305195339	0	0
1.356	-1.49393365801196	0	0
1.358	-1.119139577671	0	0
1.36	-1.30324895047007	0	0
1.362	-1.94763175526681	0	0
1.364	-1.61886501812561	0	0
1.366	-1.92133041629551	0	0
1.368	-2.19354927464842	0	0
1.37	-2.23957661784819	0	0
1.372	-2.28560396104796	0	0
1.374	-2.44735719572142	0	0
1.376	-2.42105585675013	0	0
1.378	-2.67091857697744	0	0
1.38	-2.84187728029086	0	0
1.382	-2.59858989480637	0	0
1.384	-2.74587739304563	0	0
1.386	-2.53941188212096	0	0
1.388	-2.38160384829319	0	0
1.39	-2.20406981023694	0	0
1.392	-1.47420765378349	0	0
1.394	-2.07913845012329	0	0
1.396	-1.90817974680987	0	0
1.398	-1.98050842898093	0	0
1.4	-1.77009771721056	0	0
1.402	-1.66489236132538	0	0
1.404	-1.68461836555385	0	0
1.406	-2.18434380600847	0	0
1.408	-2.276398492408	0	0
1.41	-2.73667192440567	0	0
1.412	-2.57228855583508	0	0
1.414	-2.7432472591485	0	0
1.416	-2.66171310833748	0	0
1.418	-2.40132985252166	0	0
1.42	-2.42763119149295	0	0
1.422	-2.45393253046425	0	0
1.424	-2.06993298148333	0	0
1.426	-1.76352238246774	0	0
1.428	-2.15146713229435	0	0
1.43	-1.68461836555385	0	0
1.432	-1.7240703740108	0	0
1.434	-1.60571434863997	0	0
1.436	-0.803523510015452	0	0
1.438	-1.07968756921406	0	0
1.44	-1.61886501812561	0	0
1.442	-1.05996156498558	0	0
1.444	-1.34270095892701	0	0
1.446	-1.40845430635525	0	0
1.448	-1.30324895047007	0	0
1.45	-1.50050899275478	0	0
1.452	-2.31585050086495	0	0
1.454	-2.7432472591485	0	0
1.456	-2.83135674470234	0	0
1.458	-2.92078129720474	0	0
1.46	-2.92078129720474	0	0
1.462	-2.76297326337697	0	0
1.464	-2.65776790749179	0	0
1.466	-2.18434380600847	0	0
1.468	-2.48680920417837	0	0
1.47	-1.65174169183973	0	0
1.472	-2.42105585675013	0	0
1.474	-2.03968644166634	0	0
1.476	-1.93448108578116	0	0
1.478	-1.82927572989598	0	0
1.48	-1.75694704772491	0	0
1.482	-1.68461836555385	0	0
1.484	-1.56626234018302	0	0
1.486	-1.10598890818535	0	0
1.488	-1.4216049758409	0	0
1.49	-1.29667361572724	0	0
1.492	-1.17174225561359	0	0
1.494	-1.3953036368696	0	0
1.496	-1.61886501812561	0	0
1.498	-1.59782394694858	0	0
1.5	-1.57678287577154	0	0
1.502	-1.5557418045945	0	0
1.504	-1.53470073341747	0	0
1.506	-1.51365966224043	0	0
1.508	-1.71091970452515	0	0
1.51	-1.90817974680987	0	0
1.512	-2.10543978909458	0	0
1.514	-2.3026998313793	0	0
1.516	-2.17513833736851	0	0
1.518	-2.0488919103063	0	0
1.52	-1.89502907732422	0	0
1.522	-2.20406981023694	0	0
1.524	-1.7240703740108	0	0
1.526	-2.02653577218069	0	0
1.528	-2.15804246703717	0	0
1.53	-2.87212382010785	0	0
1.532	-2.3026998313793	0	0
1.534	-2.66434324223461	0	0
1.536	-2.14489179755152	0	0
1.538	-2.35530250932189	0	0
1.54	-2.56571322109225	0	0
1.542	-2.48680920417837	0	0
1.544	-1.9515769561125	0	0
1.546	-2.08176858402042	0	0
1.548	-2.21064514497976	0	0
1.55	-2.01338510269505	0	0
1.552	-2.23694648395106	0	0
1.554	-2.46050786520707	0	0
1.556	-2.31585050086495	0	0
1.558	-2.32242583560777	0	0
1.56	-2.32900117035059	0	0
1.562	-1.56626234018302	0	0
1.564	-1.95420709000963	0	0
1.566	-1.90817974680987	0	0
1.568	-1.80297439092468	0	0
1.57	-1.9739330942381	0	0
1.572	-2.5788638905779	0	0
1.574	-2.61831589903484	0	0
1.576	-2.55256255160661	0	0
1.578	-2.67091857697744	0	0
1.58	-2.5828090914236	0	0
1.582	-2.49601467281832	0	0
1.584	-2.40790518726448	0	0
1.586	-2.12516579332305	0	0
1.588	-2.13963152975727	0	0
1.59	-2.15409726619148	0	0
1.592	-2.16856300262569	0	0
1.594	-2.18171367211134	0	0
1.596	-2.19617940854555	0	0
1.598	-2.21064514497976	0	0
1.6	-2.28954916189365	0	0
1.602	-2.05283711115199	0	0
1.604	-2.19749447549412	0	0
1.606	-1.6977690350395	0	0
1.608	-1.73722104349644	0	0
1.61	-1.98050842898093	0	0
1.612	-1.6714676960682	0	0
1.614	-2.10543978909458	0	0
1.616	-1.86872773835292	0	0
1.618	-2.28954916189365	0	0
1.62	-2.09886445435176	0	0
1.622	-2.21064514497976	0	0
1.624	-1.93448108578116	0	0
1.626	-1.9739330942381	0	0
1.628	-2.08308365096898	0	0
1.63	-2.37239837965323	0	0
1.632	-2.23694648395106	0	0
1.634	-2.38817918303601	0	0
1.636	-1.55311167069737	0	0
1.638	-1.88582360868426	0	0
1.64	-1.6977690350395	0	0
1.642	-1.66489236132538	0	0
