Species	NMDS1	NMDS2	PVR1	PVR2	Africa	America	Eurasia	Island
Afrochoerodon_kisumuensis	-0.0810981217987767	-0.799016239637565	-0.785015621370116	-0.405546601609763	1	0	0	0
Afromastodon_coppensi	-0.0184602625500703	-0.567317586836067	-0.979442972628222	-0.991226674950851	1	0	0	0
Amebelodon_floridanus	0.142035802312936	-1.56118648538441	-1.03162055968046	-1.13490009409932	0	1	0	0
Amebelodon_fricki	0.194266825002114	-1.63273240063768	-1.03306721792271	-1.13888986138093	0	1	0	0
Anancus_arvernensis	0.263965938334339	-0.170495841571779	0.821341683594079	-0.0118432442706861	0	0	1	0
Anancus_kazachstanensis	0.263965938334339	-0.170495841571779	0.825584539257396	-0.0119959889562532	0	0	1	0
Anancus_kenyensis	0.242329146842273	-0.175542130996932	0.836543728721378	-0.0124090995630287	1	0	0	0
Anancus_lehmanni	0.134814355994058	-0.243390226809055	0.802195248317076	-0.0111298713727071	0	0	1	0
Anancus_osiris	0.19495139849217	-0.223090670725096	0.826244145073374	-0.0120216053813907	1	0	0	0
Anancus_perimensis	0.100421214012633	-0.386225089427438	0.823624958230185	-0.011921760469832	0	0	0	1
Anancus_petrocchii	0.13077149655276	-0.207110947575169	0.837097260961345	-0.0124294725269103	1	0	0	0
Anancus_sinensis	0.217094065020907	-0.238321888268395	0.823793757266541	-0.0119319821594797	0	0	1	0
Anancus_sivalensis	0.29186712293248	-0.180649591666838	0.839194441771163	-0.0125084018101565	0	0	1	0
Anancus_ultimus	0.28098057105069	-0.175243889773299	0.839583117437914	-0.0125223895614011	1	0	0	0
Aphanobelodon_zhaoi	-0.666339184502935	-0.978623531843796	-0.946865923619935	-0.900553623958505	0	0	1	0
Archaeobelodon_filholi	-0.530823275802624	-1.09025744803064	-0.931595416140409	-0.863635858864469	1	0	1	0
Barytherium_grave	-2.45263487793742	1.08959153900003	-0.921497863657628	-0.729810996507568	1	0	0	0
Chilgatherium_harrisi	-1.73451104900531	1.13340697049122	-0.934544470207952	-0.785871247736558	1	0	0	0
Choerolophodon_anatolicus	-0.346161952688902	-0.497534449635795	-0.797886777741872	-0.422592383516374	0	0	1	0
Choerolophodon_chioticus	-0.0984097137815234	-0.870448273676343	-0.790878842767181	-0.413223594654974	0	0	1	0
Choerolophodon_corrugatus	-0.974507467842991	-0.283534196697913	-0.79073130135199	-0.413110356556438	0	0	1	0
Choerolophodon_guangheensis	-0.369716114281058	-0.53141789121383	-0.791740872350364	-0.414354938600444	0	0	1	0
Choerolophodon_ngorora	-0.0282152712225646	-0.68239770389694	-0.789698899244973	-0.41167910632796	1	0	0	0
Choerolophodon_pentelici	-0.414583843029675	-0.53445284639467	-0.797132895620957	-0.42157197225498	0	0	1	0
Cuvieronius_hyodon	0.43787219068675	-0.560068068712387	-1.24600098669628	2.62757751280869	0	1	0	0
Deinotherium_bozasi	-1.71873449869772	1.66982240067779	-1.03040990659819	-1.02149241261372	1	0	0	0
