Species	NMDS1	NMDS2	PVR1	PVR2	Africa	America	Eurasia	Island
Afrochoerodon_kisumuensis	-0.0810981217987767	-0.799016239637565	-0.786014988867212	0.405095957777459	1	0	0	0
Afromastodon_coppensi	-0.0184602625500703	-0.567317586836067	-0.941831901421904	0.762957710562678	1	0	0	0
Amebelodon_floridanus	0.142035802312936	-1.56118648538441	-1.00547179692333	0.89890067475856	0	1	0	0
Amebelodon_fricki	0.194266825002114	-1.63273240063768	-1.00637689222611	0.900826998538058	0	1	0	0
Anancus_arvernensis	0.263965938334339	-0.170495841571779	0.813339035198254	-0.0142908814536982	0	0	1	0
Anancus_kazachstanensis	0.263965938334339	-0.170495841571779	0.816907407811819	-0.0144384567098621	0	0	1	0
Anancus_kenyensis	0.242329146842273	-0.175542130996932	0.830824919638698	-0.0150456505474841	1	0	0	0
Anancus_lehmanni	0.134814355994058	-0.243390226809055	0.808873368159398	-0.0140973224676024	0	0	1	0
Anancus_osiris	0.19495139849217	-0.223090670725096	0.818357838083098	-0.0145023182306947	1	0	0	0
Anancus_perimensis	0.100421214012633	-0.386225089427438	0.816678320246787	-0.0144278591090195	0	0	0	1
Anancus_petrocchii	0.13077149655276	-0.207110947575169	0.829069735164988	-0.0149699187179841	1	0	0	0
Anancus_sinensis	0.217094065020907	-0.238321888268395	0.816131642880912	-0.0144079500688146	0	0	1	0
Anancus_sivalensis	0.29186712293248	-0.180649591666838	0.835277953532205	-0.0152393699718454	0	0	1	0
Anancus_ultimus	0.28098057105069	-0.175243889773299	0.832314716668312	-0.0151098906900299	1	0	0	0
Aphanobelodon_zhaoi	-0.666339184502935	-0.978623531843796	-0.935263620787238	0.747156739979714	0	0	1	0
Archaeobelodon_filholi	-0.530823275802624	-1.09025744803064	-0.891520739014857	0.661394670871902	1	0	1	0
Barytherium_grave	-2.45263487793742	1.08959153900003	-0.950581752486253	1.02971050028382	1	0	0	0
Chilgatherium_harrisi	-1.73451104900531	1.13340697049122	-1.04600927747726	1.4050588596128	1	0	0	0
Choerolophodon_anatolicus	-0.346161952688902	-0.497534449635795	-0.79885259592082	0.421134583570988	0	0	1	0
Choerolophodon_chioticus	-0.0984097137815234	-0.870448273676343	-0.789907705883487	0.409880158553266	0	0	1	0
